#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
IR|KZM|42.1524|-85.821|266.0|IR-KZM|1980-01-01T00:00:00|
IR|KZR|41.3808|44.415|740.0|IR-KZR|1980-01-01T00:00:00|
IR|L12A|42.1454|-115.016|2.0|IR-L12A|1980-01-01T00:00:00|
IR|L13A|42.0874|-113.944|1.0|IR-L13A|1980-01-01T00:00:00|
IR|LABF|43.047|0.074|750.0|IR-LABF|1980-01-01T00:00:00|
IR|LABG|11.2323|-12.332|1130.0|IR-LABG|1980-01-01T00:00:00|
IR|LAC|34.3892|-116.412|792.0|IR-LAC|1980-01-01T00:00:00|
IR|LACH|-33.4508|-70.531|690.0|IR-LACH|1980-01-01T00:00:00|
IR|LACI|41.635|19.709|55.0|IR-LACI|1980-01-01T00:00:00|
IR|LACL|43.4341|-0.727|195.0|IR-LACL|1980-01-01T00:00:00|
IR|LACR|42.8258|44.297|1271.0|IR-LACR|1980-01-01T00:00:00|
IR|LACU|7.8761|-71.391|800.0|IR-LACU|1980-01-01T00:00:00|
IR|LAD|34.4573|-107.037|1768.0|IR-LAD|1980-01-01T00:00:00|
IR|LAE|-6.6733|146.913|50.0|IR-LAE|1980-01-01T00:00:00|
IR|LAF|41.55|-71.507|40.0|IR-LAF|1980-01-01T00:00:00|
IR|LAG|-5.4553|148.433|24.0|IR-LAG|1980-01-01T00:00:00|
IR|LAGV|10.224|-71.159|100.0|IR-LAGV|1980-01-01T00:00:00|
IR|LAH|31.5494|74.333|210.0|IR-LAH|1980-01-01T00:00:00|
IR|LAJ|9.8637|-84.121|1650.0|IR-LAJ|1980-01-01T00:00:00|
IR|LAK|39.0452|-95.204|326.0|IR-LAK|1980-01-01T00:00:00|
IR|LAL|34.4363|-87.337|320.0|IR-LAL|1980-01-01T00:00:00|
IR|LALZ|13.5393|-88.542|474.0|IR-LALZ|1980-01-01T00:00:00|
IR|LAMM|41.609|-122.626|1769.0|IR-LAMM|1980-01-01T00:00:00|
IR|LAN|36.0489|103.833|1518.0|IR-LAN|1980-01-01T00:00:00|
IR|LANF|48.9797|7.805|500.0|IR-LANF|1980-01-01T00:00:00|
IR|LANS|49.1495|19.468|710.0|IR-LANS|1980-01-01T00:00:00|
IR|LAPC|10.7674|-85.433|359.0|IR-LAPC|1980-01-01T00:00:00|
IR|LAPE|7.558|-71.576|327.0|IR-LAPE|1980-01-01T00:00:00|
IR|LAQC|33.6272|-116.28|49.0|IR-LAQC|1980-01-01T00:00:00|
IR|LAR|41.3138|-105.583|2400.0|IR-LAR|1980-01-01T00:00:00|
IR|LARF|43.0369|-0.987|670.0|IR-LARF|1980-01-01T00:00:00|
IR|LARI|2.8853|98.157|820.0|IR-LARI|1980-01-01T00:00:00|
IR|LARO|9.7048|-84.023|2107.0|IR-LARO|1980-01-01T00:00:00|
IR|LASF|44.0753|3.857|520.0|IR-LASF|1980-01-01T00:00:00|
IR|LASL|22.2305|166.54|11.0|IR-LASL|1980-01-01T00:00:00|
IR|LASM|41.598|-121.577|2060.0|IR-LASM|1980-01-01T00:00:00|
IR|LAT|-6.6652|147.002|72.0|IR-LAT|1980-01-01T00:00:00|
IR|LATR|18.416|76.56|580.0|IR-LATR|1980-01-01T00:00:00|
IR|LAUG|51.3499|6.944|140.0|IR-LAUG|1980-01-01T00:00:00|
IR|LAV|-33.0868|-71.746|60.0|IR-LAV|1980-01-01T00:00:00|
IR|LAV2|-0.0846|-77.644|2680.0|IR-LAV2|1980-01-01T00:00:00|
IR|LAV3|-0.0966|-77.632|2210.0|IR-LAV3|1980-01-01T00:00:00|
IR|LAV4|-0.0926|-77.629|2218.0|IR-LAV4|1980-01-01T00:00:00|
IR|LAVR|65.5842|-171.012|18.0|IR-LAVR|1980-01-01T00:00:00|
IR|LAW|38.959|-95.25|260.0|IR-LAW|1980-01-01T00:00:00|
IR|LAX|28.9457|-113.567|50.0|IR-LAX|1980-01-01T00:00:00|
IR|LAY|22.0385|121.551|324.0|IR-LAY|1980-01-01T00:00:00|
IR|LAZ|34.4012|-107.139|1853.0|IR-LAZ|1980-01-01T00:00:00|
IR|LB1|46.7511|-106.092|754.0|IR-LB1|1980-01-01T00:00:00|
IR|LB2|46.6342|-106.163|694.0|IR-LB2|1980-01-01T00:00:00|
IR|LB3|46.6581|-106.317|723.0|IR-LB3|1980-01-01T00:00:00|
IR|LB4|46.7671|-106.243|717.0|IR-LB4|1980-01-01T00:00:00|
IR|LBCM|40.8363|-121.35|1525.0|IR-LBCM|1980-01-01T00:00:00|
IR|LBF|46.984|3.977|715.0|IR-LBF|1980-01-01T00:00:00|
IR|LBFM|41.3458|-121.89|1982.0|IR-LBFM|1980-01-01T00:00:00|
IR|LBG|48.6649|8.795|600.0|IR-LBG|1980-01-01T00:00:00|
IR|LBKM|41.0836|-122.665|1341.0|IR-LBKM|1980-01-01T00:00:00|
IR|LBM|46.5142|-111.854|1524.0|IR-LBM|1980-01-01T00:00:00|
IR|LBNS|21.0457|39.901|0.0|IR-LBNS|1980-01-01T00:00:00|
IR|LBPH|14.154|121.18|300.0|IR-LBPH|1980-01-01T00:00:00|
IR|LBPM|40.3178|-122.881|1051.0|IR-LBPM|1980-01-01T00:00:00|
IR|LBQ|53.5351|-77.354|183.0|IR-LBQ|1980-01-01T00:00:00|
IR|LBRS|13.7375|-89.043|770.0|IR-LBRS|1980-01-01T00:00:00|
IR|LC-NM|32.4019|-106.599|1585.0|IR-LC-NM|1980-01-01T00:00:00|
IR|LC1|46.8391|-106.127|719.0|IR-LC1|1980-01-01T00:00:00|
IR|LC2|46.6681|-106.013|779.0|IR-LC2|1980-01-01T00:00:00|
IR|LC3|46.5732|-106.25|682.0|IR-LC3|1980-01-01T00:00:00|
IR|LC4|46.7341|-106.374|764.0|IR-LC4|1980-01-01T00:00:00|
IR|LCBS|13.655|-88.978|710.0|IR-LCBS|1980-01-01T00:00:00|
IR|LCCH|-33.4748|-71.57|180.0|IR-LCCH|1980-01-01T00:00:00|
IR|LCFM|40.486|-121.524|840.0|IR-LCFM|1980-01-01T00:00:00|
IR|LCG|21.1442|-101.725|2200.0|IR-LCG|1980-01-01T00:00:00|
IR|LCHF|46.6681|-0.742|166.0|IR-LCHF|1980-01-01T00:00:00|
IR|LCI|40.3338|18.112|46.0|IR-LCI|1980-01-01T00:00:00|
IR|LCMM|40.1456|-121.521|1829.0|IR-LCMM|1980-01-01T00:00:00|
IR|LCP|54.7356|-1.474|185.0|IR-LCP|1980-01-01T00:00:00|
IR|LCR|9.738|-84.002|1400.0|IR-LCR|1980-01-01T00:00:00|
IR|LCSM|41.4158|-122.393|1125.0|IR-LCSM|1980-01-01T00:00:00|
IR|LCVN|22.0385|103.154|1100.0|IR-LCVN|1980-01-01T00:00:00|
IR|LD1|46.8391|-105.889|759.0|IR-LD1|1980-01-01T00:00:00|
IR|LD2|46.5022|-106.011|661.0|IR-LD2|1980-01-01T00:00:00|
IR|LD3|46.5492|-106.48|800.0|IR-LD3|1980-01-01T00:00:00|
IR|LD4|46.941|-106.383|713.0|IR-LD4|1980-01-01T00:00:00|
IR|LDBL|43.3181|-0.614|250.0|IR-LDBL|1980-01-01T00:00:00|
IR|LDBM|40.4309|-121.785|1225.0|IR-LDBM|1980-01-01T00:00:00|
IR|LDF|48.593|-0.122|290.0|IR-LDF|1980-01-01T00:00:00|
IR|LDFC|35.0778|-115.11|1209.0|IR-LDFC|1980-01-01T00:00:00|
IR|LDGN|64.6781|-110.522|422.0|IR-LDGN|1980-01-01T00:00:00|
IR|LDLD|11.5835|42.499|137.0|IR-LDLD|1980-01-01T00:00:00|
IR|LDMO|36.4107|-89.563|86.0|IR-LDMO|1980-01-01T00:00:00|
IR|LDN|43.0389|-81.183|246.0|IR-LDN|1980-01-01T00:00:00|
IR|LDQ|53.8056|-77.428|198.0|IR-LDQ|1980-01-01T00:00:00|
IR|LDR|28.5824|77.217|220.0|IR-LDR|1980-01-01T00:00:00|
IR|LDU|53.8016|-1.555|230.0|IR-LDU|1980-01-01T00:00:00|
IR|LE1|47.1619|-106.056|686.0|IR-LE1|1980-01-01T00:00:00|
IR|LE2|46.5122|-105.365|610.0|IR-LE2|1980-01-01T00:00:00|
IR|LE3|46.1483|-106.334|761.0|IR-LE3|1980-01-01T00:00:00|
IR|LE4|46.7601|-106.917|803.0|IR-LE4|1980-01-01T00:00:00|
IR|LEE|37.2423|-113.377|1097.0|IR-LEE|1980-01-01T00:00:00|
IR|LEF|35.1189|32.89|130.0|IR-LEF|1980-01-01T00:00:00|
IR|LEGH|5.6486|-0.181|91.0|IR-LEGH|1980-01-01T00:00:00|
IR|LEI|51.3339|12.392|113.0|IR-LEI|1980-01-01T00:00:00|
IR|LEN|40.7662|43.85|1522.0|IR-LEN|1980-01-01T00:00:00|
IR|LEON|12.4156|-86.893|160.0|IR-LEON|1980-01-01T00:00:00|
IR|LEP|-23.6491|27.747|846.0|IR-LEP|1980-01-01T00:00:00|
IR|LER|-34.9335|149.364|700.0|IR-LER|1980-01-01T00:00:00|
IR|LERZ|40.566|43.95|1990.0|IR-LERZ|1980-01-01T00:00:00|
IR|LES|44.7654|147.183|0.0|IR-LES|1980-01-01T00:00:00|
IR|LESF|43.0299|1.284|460.0|IR-LESF|1980-01-01T00:00:00|
IR|LF1|47.3698|-105.188|740.0|IR-LF1|1980-01-01T00:00:00|
IR|LF2|45.9084|-105.486|754.0|IR-LF2|1980-01-01T00:00:00|
IR|LF3|45.9723|-107.082|837.0|IR-LF3|1980-01-01T00:00:00|
IR|LF4|47.4098|-106.944|707.0|IR-LF4|1980-01-01T00:00:00|
IR|LFA|37.7722|-25.483|693.0|IR-LFA|1980-01-01T00:00:00|
IR|LFF|44.9384|0.74|200.0|IR-LFF|1980-01-01T00:00:00|
IR|LFM|46.8891|-113.453|1256.0|IR-LFM|1980-01-01T00:00:00|
IR|LFRS|13.6228|-89.062|1000.0|IR-LFRS|1980-01-01T00:00:00|
IR|LFU|13.7486|-89.114|732.0|IR-LFU|1980-01-01T00:00:00|
IR|LG-AZ|34.4072|-111.546|1768.0|IR-LG-AZ|1980-01-01T00:00:00|
IR|LGAR|34.6508|-90.656|100.0|IR-LGAR|1980-01-01T00:00:00|
IR|LGHD|30.0164|9.442|600.0|IR-LGHD|1980-01-01T00:00:00|
IR|LGM|46.7321|-116.093|1455.0|IR-LGM|1980-01-01T00:00:00|
IR|LGMM|41.599|-121.835|1560.0|IR-LGMM|1980-01-01T00:00:00|
IR|LGN|10.1445|-71.27|-3.0|IR-LGN|1980-01-01T00:00:00|
IR|LGNR|56.0824|160.69|2500.0|IR-LGNR|1980-01-01T00:00:00|
IR|LGOR|45.2154|-118.001|1200.0|IR-LGOR|1980-01-01T00:00:00|
IR|LGP|13.156|123.734|19.0|IR-LGP|1980-01-01T00:00:00|
IR|LGPM|40.9114|-122.829|1290.0|IR-LGPM|1980-01-01T00:00:00|
IR|LGR|42.4566|-2.503|446.0|IR-LGR|1980-01-01T00:00:00|
IR|LGT|9.0738|-79.915|50.0|IR-LGT|1980-01-01T00:00:00|
IR|LGTI|29.4495|80.246|1475.0|IR-LGTI|1980-01-01T00:00:00|
IR|LHA|29.6361|91.037|3789.0|IR-LHA|1980-01-01T00:00:00|
IR|LHAH|14.0494|-87.408|1650.0|IR-LHAH|1980-01-01T00:00:00|
IR|LHC|48.4162|-89.267|196.0|IR-LHC|1980-01-01T00:00:00|
IR|LHD|48.2573|-115.558|1134.0|IR-LHD|1980-01-01T00:00:00|
IR|LHE|42.9119|-0.621|1070.0|IR-LHE|1980-01-01T00:00:00|
IR|LHEM|41.628|-122.219|2155.0|IR-LHEM|1980-01-01T00:00:00|
IR|LHG|14.4447|-91.182|600.0|IR-LHG|1980-01-01T00:00:00|
IR|LHIS|-3.1168|152.633|10.0|IR-LHIS|1980-01-01T00:00:00|
IR|LHKM|40.4349|-121.278|2060.0|IR-LHKM|1980-01-01T00:00:00|
IR|LHM|46.6751|-111.943|1117.0|IR-LHM|1980-01-01T00:00:00|
IR|LHN|61.0483|10.88|555.0|IR-LHN|1980-01-01T00:00:00|
IR|LHO|53.5441|-1.855|460.0|IR-LHO|1980-01-01T00:00:00|
IR|LHS|34.4754|-80.806|120.0|IR-LHS|1980-01-01T00:00:00|
IR|LIBD|48.1493|7.602|200.0|IR-LIBD|1980-01-01T00:00:00|
IR|LIC|6.2244|-5.028|105.0|IR-LIC|1980-01-01T00:00:00|
IR|LIM|-11.9749|-77.035|127.0|IR-LIM|1980-01-01T00:00:00|
IR|LIM1|10.699|-85.254|1.0|IR-LIM1|1980-01-01T00:00:00|
IR|LIME|44.4324|-117.248|1500.0|IR-LIME|1980-01-01T00:00:00|
IR|LIRZ|-38.0046|176.384|340.0|IR-LIRZ|1980-01-01T00:00:00|
IR|LISJ|31.2394|35.481|-327.0|IR-LISJ|1980-01-01T00:00:00|
IR|LITE|0.8074|-78.364|1200.0|IR-LITE|1980-01-01T00:00:00|
IR|LITE1|0.7943|-78.361|1206.0|IR-LITE1|1980-01-01T00:00:00|
IR|LITH|20.716|40.616|100.0|IR-LITH|1980-01-01T00:00:00|
IR|LIY|13.1983|-86.56|460.0|IR-LIY|1980-01-01T00:00:00|
IR|LJB|34.5907|-117.848|899.0|IR-LJB|1980-01-01T00:00:00|
IR|LJBD|30.9124|20.198|49.0|IR-LJBD|1980-01-01T00:00:00|
IR|LJFR|29.1013|15.813|351.0|IR-LJFR|1980-01-01T00:00:00|
IR|LJO|64.0229|-19.023|656.0|IR-LJO|1980-01-01T00:00:00|
IR|LJX|19.538|-97.149|3050.0|IR-LJX|1980-01-01T00:00:00|
IR|LKC|37.7371|-122.064|312.0|IR-LKC|1980-01-01T00:00:00|
IR|LKFR|24.1604|23.212|413.0|IR-LKFR|1980-01-01T00:00:00|
IR|LKO|9.5437|-5.589|435.0|IR-LKO|1980-01-01T00:00:00|
IR|LKP|27.3327|96.067|148.0|IR-LKP|1980-01-01T00:00:00|
IR|LLA|36.6161|-120.943|475.0|IR-LLA|1980-01-01T00:00:00|
IR|LLAH|20.6266|-156.31|683.0|IR-LLAH|1980-01-01T00:00:00|
IR|LLAV|10.4696|-66.81|875.0|IR-LLAV|1980-01-01T00:00:00|
IR|LLCH|-33.6102|-71.618|30.0|IR-LLCH|1980-01-01T00:00:00|
IR|LLD|55.3323|12.215|8.0|IR-LLD|1980-01-01T00:00:00|
IR|LLP|10.3166|123.966|135.0|IR-LLP|1980-01-01T00:00:00|
IR|LM2|-12.0846|-77.058|46.0|IR-LM2|1980-01-01T00:00:00|
IR|LMCR|37.7271|-118.947|2501.0|IR-LMCR|1980-01-01T00:00:00|
IR|LMEM|40.537|-121.57|1753.0|IR-LMEM|1980-01-01T00:00:00|
IR|LMF|47.9995|0.2|77.0|IR-LMF|1980-01-01T00:00:00|
IR|LMG|-8.9077|148.15|1200.0|IR-LMG|1980-01-01T00:00:00|
IR|LMHM|41.578|-121.657|2228.0|IR-LMHM|1980-01-01T00:00:00|
IR|LMI|54.2197|-3.307|140.0|IR-LMI|1980-01-01T00:00:00|
IR|LML|-6.7347|147.009|100.0|IR-LML|1980-01-01T00:00:00|
IR|LMM|-25.9682|32.594|55.0|IR-LMM|1980-01-01T00:00:00|
IR|LMP|-16.4251|167.8|60.0|IR-LMP|1980-01-01T00:00:00|
IR|LMPM|41.4879|-122.162|1865.0|IR-LMPM|1980-01-01T00:00:00|
IR|LMR|43.3331|6.509|200.0|IR-LMR|1980-01-01T00:00:00|
IR|LMSR|32.3116|15.008|114.0|IR-LMSR|1980-01-01T00:00:00|
IR|LMT|-41.609|146.152|349.0|IR-LMT|1980-01-01T00:00:00|
IR|LMTZ|40.7562|44.644|1810.0|IR-LMTZ|1980-01-01T00:00:00|
IR|LMX|32.108|-114.96|17.0|IR-LMX|1980-01-01T00:00:00|
IR|LMZ|-43.7172|169.271|10.0|IR-LMZ|1980-01-01T00:00:00|
IR|LNA|38.3992|69.35|1297.0|IR-LNA|1980-01-01T00:00:00|
IR|LNAS|33.7887|-118.055|-50.0|IR-LNAS|1980-01-01T00:00:00|
IR|LNB|12.0322|-86.253|640.0|IR-LNB|1980-01-01T00:00:00|
IR|LNC|41.3328|69.35|483.0|IR-LNC|1980-01-01T00:00:00|
IR|LND|43.0399|-81.183|246.0|IR-LND|1980-01-01T00:00:00|
IR|LNIG|24.8976|-99.466|295.0|IR-LNIG|1980-01-01T00:00:00|
IR|LNK|38.7487|48.86|0.0|IR-LNK|1980-01-01T00:00:00|
IR|LNM|21.116|-101.668|1800.0|IR-LNM|1980-01-01T00:00:00|
IR|LNO|35.9116|-95.789|-487.0|IR-LNO|1980-01-01T00:00:00|
IR|LNO2|35.9116|-95.789|-171.0|IR-LNO2|1980-01-01T00:00:00|
IR|LNO3|35.9116|-95.789|257.0|IR-LNO3|1980-01-01T00:00:00|
IR|LNR|-15.8518|168.16|8.0|IR-LNR|1980-01-01T00:00:00|
IR|LNS|45.2884|6.915|1480.0|IR-LNS|1980-01-01T00:00:00|
IR|LNSM|42.7298|-84.477|256.0|IR-LNSM|1980-01-01T00:00:00|
IR|LNV|-33.9551|-71.411|160.0|IR-LNV|1980-01-01T00:00:00|
IR|LNVN|21.0768|106.154|50.0|IR-LNVN|1980-01-01T00:00:00|
IR|LNX|42.3385|-73.272|345.0|IR-LNX|1980-01-01T00:00:00|
IR|LOC|38.1518|-122.713|120.0|IR-LOC|1980-01-01T00:00:00|
IR|LOE|17.4056|101.73|259.0|IR-LOE|1980-01-01T00:00:00|
IR|LOES|47.6037|7.666|307.0|IR-LOES|1980-01-01T00:00:00|
IR|LOF|68.1304|13.542|80.0|IR-LOF|1980-01-01T00:00:00|
IR|LOG|41.7411|-111.813|1455.0|IR-LOG|1980-01-01T00:00:00|
IR|LOM|6.1217|1.213|5.0|IR-LOM|1980-01-01T00:00:00|
IR|LOMF|47.3498|6.827|1000.0|IR-LOMF|1980-01-01T00:00:00|
IR|LOMS|33.7947|-118.279|-173.0|IR-LOMS|1980-01-01T00:00:00|
IR|LOP|36.8535|-116.168|1714.0|IR-LOP|1980-01-01T00:00:00|
IR|LORE|1.2957|-78.845|1.0|IR-LORE|1980-01-01T00:00:00|
IR|LORO|11.9517|-66.677|69.0|IR-LORO|1980-01-01T00:00:00|
IR|LOS|39.9333|25.081|460.0|IR-LOS|1980-01-01T00:00:00|
IR|LOU|60.4644|-147.644|490.0|IR-LOU|1980-01-01T00:00:00|
IR|LPA|-34.9084|-57.932|14.0|IR-LPA|1980-01-01T00:00:00|
IR|LPB|-16.5327|-68.098|3292.0|IR-LPB|1980-01-01T00:00:00|
IR|LPC|34.4954|-119.713|1190.0|IR-LPC|1980-01-01T00:00:00|
IR|LPD|35.5108|12.595|20.0|IR-LPD|1980-01-01T00:00:00|
IR|LPDM|41.1947|-121.696|1231.0|IR-LPDM|1980-01-01T00:00:00|
IR|LPEF|42.9479|1.908|440.0|IR-LPEF|1980-01-01T00:00:00|
IR|LPF|48.0304|-1.041|156.0|IR-LPF|1980-01-01T00:00:00|
IR|LPG|45.4964|6.751|2570.0|IR-LPG|1980-01-01T00:00:00|
IR|LPH|19.9964|-155.404|6.0|IR-LPH|1980-01-01T00:00:00|
IR|LPI|38.4883|14.933|225.0|IR-LPI|1980-01-01T00:00:00|
IR|LPIG|24.1011|-110.308|46.0|IR-LPIG|1980-01-01T00:00:00|
IR|LPL|45.5154|6.732|2070.0|IR-LPL|1980-01-01T00:00:00|
IR|LPO|44.6824|1.187|330.0|IR-LPO|1980-01-01T00:00:00|
IR|LPQ|47.3398|-70.009|126.0|IR-LPQ|1980-01-01T00:00:00|
IR|LPR|18.3085|-65.87|580.0|IR-LPR|1980-01-01T00:00:00|
IR|LPS|14.2918|-89.162|1000.0|IR-LPS|1980-01-01T00:00:00|
IR|LPT|18.216|99.55|419.0|IR-LPT|1980-01-01T00:00:00|
IR|LPZ|-16.4945|-68.133|3658.0|IR-LPZ|1980-01-01T00:00:00|
IR|LQP|14.1117|121.539|1650.0|IR-LQP|1980-01-01T00:00:00|
IR|LQT|-33.8137|-70.212|1400.0|IR-LQT|1980-01-01T00:00:00|
IR|LRA|34.7771|-92.352|150.0|IR-LRA|1980-01-01T00:00:00|
IR|LRC|36.2453|-121.043|308.0|IR-LRC|1980-01-01T00:00:00|
IR|LRDF|42.9369|2.539|400.0|IR-LRDF|1980-01-01T00:00:00|
IR|LRDM|40.4629|-121.461|859.0|IR-LRDM|1980-01-01T00:00:00|
IR|LRDO|35.9688|-90.695|137.0|IR-LRDO|1980-01-01T00:00:00|
IR|LREZ|-39.4597|174.403|165.0|IR-LREZ|1980-01-01T00:00:00|
IR|LRG|43.4541|6.36|110.0|IR-LRG|1980-01-01T00:00:00|
IR|LRI|43.5271|-112.948|1509.0|IR-LRI|1980-01-01T00:00:00|
IR|LRK|38.6426|48.34|1592.0|IR-LRK|1980-01-01T00:00:00|
IR|LRN|54.4163|-1.786|300.0|IR-LRN|1980-01-01T00:00:00|
IR|LRR|45.4394|25.075|700.0|IR-LRR|1980-01-01T00:00:00|
IR|LRS|18.2934|-66.845|440.0|IR-LRS|1980-01-01T00:00:00|
IR|LRYF|46.5782|-1.547|67.0|IR-LRYF|1980-01-01T00:00:00|
IR|LSCH|-29.9071|-71.245|52.0|IR-LSCH|1980-01-01T00:00:00|
IR|LSF|46.2493|1.529|430.0|IR-LSF|1980-01-01T00:00:00|
IR|LSHF|29.9863|14.248|429.0|IR-LSHF|1980-01-01T00:00:00|
IR|LSI|51.919|178.534|0.0|IR-LSI|1980-01-01T00:00:00|
IR|LSK|40.1496|20.6|922.0|IR-LSK|1980-01-01T00:00:00|
IR|LSLM|40.4329|-121.536|1060.0|IR-LSLM|1980-01-01T00:00:00|
IR|LSM|36.7383|-116.272|1162.0|IR-LSM|1980-01-01T00:00:00|
IR|LSNR|43.2771|43.826|675.0|IR-LSNR|1980-01-01T00:00:00|
IR|LSPF|42.9469|1.904|450.0|IR-LSPF|1980-01-01T00:00:00|
IR|LSQ1|45.7894|-76.152|215.0|IR-LSQ1|1980-01-01T00:00:00|
IR|LSR|46.4752|13.528|1750.0|IR-LSR|1980-01-01T00:00:00|
IR|LSRT|31.0809|16.658|95.0|IR-LSRT|1980-01-01T00:00:00|
IR|LST|36.5219|-89.731|83.0|IR-LST|1980-01-01T00:00:00|
IR|LSTR|51.8671|104.832|450.0|IR-LSTR|1980-01-01T00:00:00|
IR|LSUT|41.6841|-111.558|2225.0|IR-LSUT|1980-01-01T00:00:00|
IR|LT3|37.2633|-122.213|186.0|IR-LT3|1980-01-01T00:00:00|
IR|LT5|37.3304|-122.28|226.0|IR-LT5|1980-01-01T00:00:00|
IR|LT9|37.5748|-122.423|335.0|IR-LT9|1980-01-01T00:00:00|
IR|LTBQ|32.0549|23.921|139.0|IR-LTBQ|1980-01-01T00:00:00|
IR|LTC|33.4879|-115.07|458.0|IR-LTC|1980-01-01T00:00:00|
IR|LTCM|40.2076|-122.124|257.0|IR-LTCM|1980-01-01T00:00:00|
IR|LTH|14.0705|-87.346|1507.0|IR-LTH|1980-01-01T00:00:00|
IR|LTHS|20.2748|40.411|180.0|IR-LTHS|1980-01-01T00:00:00|
IR|LTI|60.0398|-147.854|302.0|IR-LTI|1980-01-01T00:00:00|
IR|LTIM|41.1756|-121.489|1156.0|IR-LTIM|1980-01-01T00:00:00|
IR|LTMT|44.5254|-112.11|2603.0|IR-LTMT|1980-01-01T00:00:00|
IR|LTRA|37.9745|22.977|100.0|IR-LTRA|1980-01-01T00:00:00|
IR|LTRP|32.8441|13.163|83.0|IR-LTRP|1980-01-01T00:00:00|
IR|LTW|37.3525|-122.204|270.0|IR-LTW|1980-01-01T00:00:00|
IR|LUA|-8.5001|13.233|69.0|IR-LUA|1980-01-01T00:00:00|
IR|LUB|33.5821|-101.867|979.0|IR-LUB|1980-01-01T00:00:00|
IR|LUBP|13.7335|120.246|50.0|IR-LUBP|1980-01-01T00:00:00|
IR|LUCF|43.8913|7.346|1087.0|IR-LUCF|1980-01-01T00:00:00|
IR|LUG|-15.5169|167.13|150.0|IR-LUG|1980-01-01T00:00:00|
IR|LUJL|29.1183|21.303|95.0|IR-LUJL|1980-01-01T00:00:00|
IR|LUMB|26.1379|14.752|474.0|IR-LUMB|1980-01-01T00:00:00|
IR|LUS|-15.3832|28.331|1259.0|IR-LUS|1980-01-01T00:00:00|
IR|LUV|22.0516|103.159|1100.0|IR-LUV|1980-01-01T00:00:00|
IR|LUX|49.5991|6.133|287.0|IR-LUX|1980-01-01T00:00:00|
IR|LVG|14.9657|-91.095|2020.0|IR-LVG|1980-01-01T00:00:00|
IR|LVGX|18.044|-102.175|103.0|IR-LVGX|1980-01-01T00:00:00|
IR|LVI|37.9855|12.339|30.0|IR-LVI|1980-01-01T00:00:00|
IR|LVIG|19.723|-96.418|41.0|IR-LVIG|1980-01-01T00:00:00|
IR|LVMM|19.6013|-96.396|160.0|IR-LVMM|1980-01-01T00:00:00|
IR|LVNJ|40.8083|-74.765|201.0|IR-LVNJ|1980-01-01T00:00:00|
IR|LVRI|44.9434|-116.452|1700.0|IR-LVRI|1980-01-01T00:00:00|
IR|LVU|39.4908|-111.827|2530.0|IR-LVU|1980-01-01T00:00:00|
IR|LVV|49.8178|24.031|320.0|IR-LVV|1980-01-01T00:00:00|
IR|LVVM|19.737|-96.449|0.0|IR-LVVM|1980-01-01T00:00:00|
IR|LVY|64.2161|-149.253|230.0|IR-LVY|1980-01-01T00:00:00|
IR|LWH|54.3325|-0.671|265.0|IR-LWH|1980-01-01T00:00:00|
IR|LYLS|22.0375|47.245|460.0|IR-LYLS|1980-01-01T00:00:00|
IR|LYW|48.5341|-122.102|107.0|IR-LYW|1980-01-01T00:00:00|
IR|LZLA|28.5533|17.561|239.0|IR-LZLA|1980-01-01T00:00:00|
IR|M12A|41.4149|-114.915|2.0|IR-M12A|1980-01-01T00:00:00|
IR|M13A|41.3598|-114.165|2.0|IR-M13A|1980-01-01T00:00:00|
IR|MAA|-32.0829|-69.85|3136.0|IR-MAA|1980-01-01T00:00:00|
IR|MABC|50.1634|-123.856|75.0|IR-MABC|1980-01-01T00:00:00|
IR|MAC|38.5494|-122.723|134.0|IR-MAC|1980-01-01T00:00:00|
IR|MACE|-2.2551|-78.198|1554.0|IR-MACE|1980-01-01T00:00:00|
IR|MACH|-22.1953|-69.758|2003.0|IR-MACH|1980-01-01T00:00:00|
IR|MACK|40.9424|39.769|611.0|IR-MACK|1980-01-01T00:00:00|
IR|MAD|-5.2328|145.8|0.0|IR-MAD|1980-01-01T00:00:00|
IR|MADF|43.145|-0.819|535.0|IR-MADF|1980-01-01T00:00:00|
IR|MADN|11.4084|-85.533|50.0|IR-MADN|1980-01-01T00:00:00|
IR|MAE|36.4006|139.065|112.0|IR-MAE|1980-01-01T00:00:00|
IR|MAEJ|36.5369|139.18|1665.0|IR-MAEJ|1980-01-01T00:00:00|
IR|MAF|46.2203|2.566|470.0|IR-MAF|1980-01-01T00:00:00|
IR|MAG|59.5534|150.805|50.0|IR-MAG|1980-01-01T00:00:00|
IR|MAG1|-0.0725|-79.773|316.0|IR-MAG1|1980-01-01T00:00:00|
IR|MAGD|-0.0685|-79.774|340.0|IR-MAGD|1980-01-01T00:00:00|
IR|MAGT|35.0988|33.87|7.0|IR-MAGT|1980-01-01T00:00:00|
IR|MAHZ|-39.1874|177.881|336.0|IR-MAHZ|1980-01-01T00:00:00|
IR|MAI|35.4707|135.387|31.0|IR-MAI|1980-01-01T00:00:00|
IR|MAIG|23.188|-106.424|10.0|IR-MAIG|1980-01-01T00:00:00|
IR|MAIO|36.3075|59.472|1150.0|IR-MAIO|1980-01-01T00:00:00|
